variable_id,class_id,semantic_folder,standardized_english_name,standard_unit,primary_retained_value_column,approved_value_range_note,q4_lane,q4_batch_construct_status,owner_approval_status,runtime_status_after_this_batch,candidate_hit_count,candidate_hit_tables,candidate_numericitems_hit_count,candidate_preferred_table_hit_count,top_candidate_itemids,top_candidate_labels,source_boundary_caveat,next_action,audit_rationale,queue_reason,public_card_path,source_item_hits_file
std_first_day_intake_output_balance_summary,class4_treatment_device_io_event_stream,intake_output_balance,ICU first day intake output balance summary,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,377,drugitems:355;numericitems:20;procedureorderitems:2,20,377,8794;20955;7350;15015;15016;16820;16819;6656;8796;8798,numericitems:8794:UrineCAD | numericitems:20955:CCO | drugitems:7350:Water 150ml | drugitems:15015:Water 100ml | drugitems:15016:Water 200ml,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_first_day_intake_output_balance_summary.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_delirium_treatment_medication_input_evidence,class4_treatment_device_io_event_stream,medication,ICU delirium treatment medication input evidence,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,7,drugitems:7,0,7,9138;12407;13171;10585;13169;20535;9562,drugitems:9138:SDD pasta (4 x dgs) | drugitems:12407:SDD pasta (8 x dgs) | drugitems:13171:SDD pasta Tracheostoma (4 x dgs) | drugitems:10585:SDD pasta (6 x dgs) | drugitems:13169:SDD pasta Tracheostoma (8 x dgs),State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_delirium_treatment_medication_input_evidence.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_dobutamine_infusion_event,class4_treatment_device_io_event_stream,medication,ICU dobutamine infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,14,drugitems:9;numericitems:5,5,14,9424;8939;9569;7178;9571;16443;16332;9002;16379;16385,"drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:7178:Dobutamine (Dobutrex) | drugitems:9571:Glucose 40% spuit",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_dobutamine_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_dopamine_infusion_event,class4_treatment_device_io_event_stream,medication,ICU dopamine infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,15,drugitems:9;numericitems:6,6,15,9424;7179;8939;9569;9571;16443;16332;9002;16379;16385,"drugitems:9424:NaCL 0,9% spuit | drugitems:7179:Dopamine (Inotropin) | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9571:Glucose 40% spuit",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_dopamine_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_ecmo_anticoagulant_medication_input_evidence,class4_treatment_device_io_event_stream,medication,ICU ECMO anticoagulant medication input evidence,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,20,drugitems:1;listitems:1;numericitems:12;procedureorderitems:2;processitems:4,12,20,9562;20662;20648;20649;20650;20656;20658;20651;20652;20657,drugitems:9562:Medicatie oplossing | listitems:20662:ECMO - Type | numericitems:20648:ECMO - Bloedflow | numericitems:20649:ECMO - Pomp rotaties (RPM) | numericitems:20650:ECMO - Part,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_ecmo_anticoagulant_medication_input_evidence.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_epinephrine_infusion_event,class4_treatment_device_io_event_stream,medication,ICU epinephrine infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,17,drugitems:12;numericitems:5,5,17,7229;9424;8939;9569;6818;9571;16443;16332;6818;9002,"drugitems:7229:Noradrenaline (Norepinefrine) | drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:6818:Adrenaline (Epinefrine)",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_epinephrine_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_fluid_blood_nutrition_input_event,class4_treatment_device_io_event_stream,supportive_therapy,ICU fluid blood nutrition input event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,109,drugitems:20;freetextitems:1;listitems:10;numericitems:78,78,108,6709;6642;6641;6643;20926;14839;8658;14850;6645;6644,numericitems:6709:Saturatie (Monitor) | numericitems:6642:ABP gemiddeld | numericitems:6641:ABP systolisch | numericitems:6643:ABP diastolisch | numericitems:20926:CVDm-gekoppeld,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_fluid_blood_nutrition_input_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_fluid_blood_nutrition_input_ingredient_component,class4_treatment_device_io_event_stream,supportive_therapy,ICU fluid blood nutrition input ingredient component,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,109,drugitems:20;freetextitems:1;listitems:10;numericitems:78,78,108,6709;6642;6641;6643;20926;14839;8658;14850;6645;6644,numericitems:6709:Saturatie (Monitor) | numericitems:6642:ABP gemiddeld | numericitems:6641:ABP systolisch | numericitems:6643:ABP diastolisch | numericitems:20926:CVDm-gekoppeld,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_fluid_blood_nutrition_input_ingredient_component.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_intake_output_balance_daily,class4_treatment_device_io_event_stream,intake_output_balance,ICU intake output balance daily,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,377,drugitems:355;numericitems:20;procedureorderitems:2,20,377,8794;20955;7350;15015;15016;16820;16819;6656;8796;8798,numericitems:8794:UrineCAD | numericitems:20955:CCO | drugitems:7350:Water 150ml | drugitems:15015:Water 100ml | drugitems:15016:Water 200ml,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_intake_output_balance_daily.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_intake_output_balance_hourly,class4_treatment_device_io_event_stream,intake_output_balance,ICU intake output balance hourly,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,377,drugitems:355;numericitems:20;procedureorderitems:2,20,377,8794;20955;7350;15015;15016;16820;16819;6656;8796;8798,numericitems:8794:UrineCAD | numericitems:20955:CCO | drugitems:7350:Water 150ml | drugitems:15015:Water 100ml | drugitems:15016:Water 200ml,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_intake_output_balance_hourly.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_medication_input_event,class4_treatment_device_io_event_stream,medication,ICU medication input event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,9,drugitems:4;numericitems:5,5,9,9562;16443;16332;16379;16385;19708;20647;20674;20673,drugitems:9562:Medicatie oplossing | numericitems:16443:Veneuze lijn KlinischEventID | numericitems:16332:Intubatie KlinischEventID | numericitems:16379:Tracheotomie KlinischEventID | numericitems:16385:Thoraxdrain KlinischEventID,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_medication_input_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_medication_input_ingredient_component,class4_treatment_device_io_event_stream,medication,ICU medication input ingredient component,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,1,drugitems:1,0,1,9562,drugitems:9562:Medicatie oplossing,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_medication_input_ingredient_component.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_milrinone_infusion_event,class4_treatment_device_io_event_stream,medication,ICU milrinone infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,13,drugitems:8;numericitems:5,5,13,9424;8939;9569;9571;16443;16332;9002;16379;16385;19708,"drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9571:Glucose 40% spuit | numericitems:16443:Veneuze lijn KlinischEventID",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_milrinone_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_norepinephrine_infusion_event,class4_treatment_device_io_event_stream,medication,ICU norepinephrine infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,15,drugitems:10;numericitems:5,5,15,7229;9424;8939;9569;9571;16443;16332;9002;16379;16385,"drugitems:7229:Noradrenaline (Norepinefrine) | drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9571:Glucose 40% spuit",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_norepinephrine_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_output_event,class4_treatment_device_io_event_stream,supportive_therapy,ICU output event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,29,drugitems:4;numericitems:23;procedureorderitems:2,23,29,8794;20955;6656;8796;8798;9470;8803;14062;10745;10743,numericitems:8794:UrineCAD | numericitems:20955:CCO | numericitems:6656:Cardiac Output | numericitems:8796:UrineSupraPubis | numericitems:8798:UrineSpontaan,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_output_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_performed_intervention_event,class4_treatment_device_io_event_stream,treatment_intervention,ICU performed intervention event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,8,drugitems:3;numericitems:5,5,8,16443;16332;16379;16385;19708;20647;20674;20673,numericitems:16443:Veneuze lijn KlinischEventID | numericitems:16332:Intubatie KlinischEventID | numericitems:16379:Tracheotomie KlinischEventID | numericitems:16385:Thoraxdrain KlinischEventID | numericitems:19708:Echografie ICARUS KlinischEventID,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_performed_intervention_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_phenylephrine_infusion_event,class4_treatment_device_io_event_stream,medication,ICU phenylephrine infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,15,drugitems:10;numericitems:5,5,15,9424;8939;9569;9571;16443;16332;9002;19929;16379;16385,"drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9571:Glucose 40% spuit | numericitems:16443:Veneuze lijn KlinischEventID",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_phenylephrine_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_vasoactive_medication_infusion_event,class4_treatment_device_io_event_stream,medication,ICU vasoactive medication infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,14,drugitems:9;numericitems:5,5,14,9424;8939;9569;9562;9571;16443;16332;9002;16379;16385,"drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9562:Medicatie oplossing | drugitems:9571:Glucose 40% spuit",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_vasoactive_medication_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_icu_vasopressin_infusion_event,class4_treatment_device_io_event_stream,medication,ICU vasopressin infusion event,none,,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,13,drugitems:8;numericitems:5,5,13,9424;8939;9569;9571;16443;16332;9002;16379;16385;19708,"drugitems:9424:NaCL 0,9% spuit | drugitems:8939:Medicijnlijn medicatie | drugitems:9569:Glucose 5% spuit | drugitems:9571:Glucose 40% spuit | numericitems:16443:Veneuze lijn KlinischEventID",State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_icu_vasopressin_infusion_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_temporary_mechanical_circulatory_support_parameter_event,class4_treatment_device_io_event_stream,device_support,Temporary mechanical circulatory support parameter event,none,std_temporary_mechanical_circulatory_support_parameter_event,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,63,listitems:53;numericitems:10,10,63,12290;12290;12273;12276;12275;12277;12266;12286;12290;12290,listitems:12290:Ventilatie Mode (Set) | listitems:12290:Ventilatie Mode (Set) | numericitems:12273:Exp. minuut volume | numericitems:12276:Insp. Minuut volume | numericitems:12275:Exp. tidal volume,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_temporary_mechanical_circulatory_support_parameter_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_ventilator_parameter_event,class4_treatment_device_io_event_stream,device_support,Ventilator parameter event,none,std_ventilator_parameter_event,,Q4E_class4_event_stream_source_candidate,source_family_candidate_package_built_not_runtime_grain_lock_needed,not_owner_approved,not_runtime_constructed,195,drugitems:3;listitems:142;numericitems:50,50,195,12290;12290;12284;12282;12279;6694;12281;12275;12277;12266,listitems:12290:Ventilatie Mode (Set) | listitems:12290:Ventilatie Mode (Set) | numericitems:12284:PEEP (Set) | numericitems:12282:O2 concentratie (Set) | numericitems:12279:O2 concentratie,State or event-stream source candidates were built; start/end/event grain and parent-link rules must be locked before runtime construction.,"lock event grain, source table family, unit/event-time rules, and parent-link rule before runtime candidate","Amsterdam drugitems/numericitems/procedure/process tables support event-stream candidates, but unit/grain/source-family rules need review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_ventilator_parameter_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_bacteria_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,Urine bacteria sediment result event,none,std_bacteria_urine_sediment_result,none; rare; few; occasional; moderate; many,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,191,drugitems:3;freetextitems:59;listitems:2;numericitems:115;procedureorderitems:10;processitems:2,115,176,8794;11295;10897;10890;10906;8796;8798;14281;14278;10891,numericitems:8794:UrineCAD | freetextitems:11295:Sediment screening (urine) | freetextitems:10897:Sediment (urine) | freetextitems:10890:Eiwit Kwal (urine) | freetextitems:10906:Hb/Ery's (urine),Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_bacteria_urine_sediment_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_bilirubin_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,Urinalysis bilirubin result event,none,std_bilirubin_urinalysis_result,negative; small_positive; moderate_positive; large_positive,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,9,freetextitems:1;listitems:2;numericitems:6,6,9,9945;19232;19232;6813;6812;18851;9946;10896;17993,numericitems:9945:Bilirubine (bloed) | listitems:19232:Fysio-Assesment resultaat | listitems:19232:Fysio-Assesment resultaat | numericitems:6813:Bili Totaal | numericitems:6812:Bilirubine geconjugeerd,Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_bilirubin_urinalysis_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_blood_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,Urinalysis blood result event,none,std_blood_urinalysis_result,negative; trace; small_positive; moderate_positive; large_positive,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,73,drugitems:3;listitems:3;numericitems:67,67,70,6709;6642;6641;6643;20926;14839;8658;14850;6645;6644,numericitems:6709:Saturatie (Monitor) | numericitems:6642:ABP gemiddeld | numericitems:6641:ABP systolisch | numericitems:6643:ABP diastolisch | numericitems:20926:CVDm-gekoppeld,Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_blood_urinalysis_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_cellular_casts_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,Urine cellular casts sediment result event,none,std_cellular_casts_urine_sediment_result,none_or_zero; range_0_2; range_3_5; range_6_10; range_11_20; range_21_50; range_gt_50,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,189,drugitems:3;freetextitems:59;numericitems:115;procedureorderitems:10;processitems:2,115,174,8794;11295;10897;10890;10906;8796;8798;14281;14278;10891,numericitems:8794:UrineCAD | freetextitems:11295:Sediment screening (urine) | freetextitems:10897:Sediment (urine) | freetextitems:10890:Eiwit Kwal (urine) | freetextitems:10906:Hb/Ery's (urine),Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_cellular_casts_urine_sediment_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_epithelial_cells_urine_sediment_result,class6_ordinal_text_semiquantitative_result,laboratory,Urine epithelial cells sediment result event,none,std_epithelial_cells_urine_sediment_result,none_or_zero; range_0_2; range_3_5; range_6_10; range_11_20; range_21_50; range_gt_50,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,193,drugitems:5;freetextitems:61;numericitems:115;procedureorderitems:10;processitems:2,115,176,8794;11295;10897;10890;10906;8796;8798;14281;14278;10891,numericitems:8794:UrineCAD | freetextitems:11295:Sediment screening (urine) | freetextitems:10897:Sediment (urine) | freetextitems:10890:Eiwit Kwal (urine) | freetextitems:10906:Hb/Ery's (urine),Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_epithelial_cells_urine_sediment_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_urinalysis_result,class6_ordinal_text_semiquantitative_result,laboratory,Urinalysis glucose result event,none,std_glucose_urinalysis_result,negative; trace; mild_positive; moderate_positive; marked_positive; severe_positive,Q4F_class6_ordinal_domain_source_candidate,source_domain_candidate_package_built_not_runtime_domain_lock_needed,not_owner_approved,not_runtime_constructed,39,drugitems:8;listitems:2;numericitems:28;procedureorderitems:1,28,30,9947;16809;16818;16808;16820;16819;16821;16822;16823;16824,numericitems:9947:Glucose (bloed) | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours | numericitems:16808:GRIP - GlucLastValue | numericitems:16820:GRIP - OldIntake,Ordinal or semiquantitative source candidates were built; retained result domain and ordered value mapping must be locked before runtime construction.,"lock allowed result labels and ordered/positive-domain mapping, then generate class-6 runtime candidate","Amsterdam list/freetext/numeric evidence exists, but the result domain must be locked before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_urinalysis_result.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
